__CardsToDelete,"CreditCard_Key INT NOT NULL "
Visitor,"VISITOR_KEY INT NOT NULL ,LENDER_KEY SMALLINT NOT NULL ,EMAIL_ADDR VARCHAR(8000) NULL COLLATE ""en-ci"",V_STATUS_ID CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,LAST_UPDATED TIMESTAMP_LTZ NULL ,EMAIL_DELIVERY_FAILURE_COUNT INT NOT NULL ,EMAIL_DELIVERY_FAILURE_DATE datetime NOT NULL ,INVALID_EMAIL BOOLEAN NOT NULL ,EMAIL_DELETED BOOLEAN NOT NULL ,EMAIL_DELETED_DATE TIMESTAMP_LTZ NULL ,EMAIL_DELETED_BY VARCHAR(8000) NULL COLLATE ""en-ci"",TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",INVALID_EMAIL_VALIDATED DATE NULL ,INVALID_EMAIL_VALIDATED_BY CHAR(8000) NULL COLLATE ""en-ci"""
VisitorApiAuthorization,"VISITOR_API_AUTHORIZATION_KEY INT NOT NULL ,API_APPLICATION_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,DATE_TOKEN_EXPIRES datetime NOT NULL ,PIN VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL ,TOKEN VARCHAR(36) NULL ,VISITOR_DEVICE_KEY INT NULL "
VisitorAuthData,"VISITOR_KEY INT NOT NULL ,ACCESS_ID VARCHAR(8000) NULL COLLATE ""en-ci"",ACCESS_PASSWORD VARCHAR(8000) NULL COLLATE ""en-ci"",FAILED_LOGIN_COUNT SMALLINT NOT NULL ,IS_PASSWORD_SYS_GEN BOOLEAN NOT NULL ,LAST_FAILED_LOGIN TIMESTAMP_LTZ NULL ,LAST_LOGIN TIMESTAMP_LTZ NULL ,PASSWORD VARCHAR(8000) NOT NULL COLLATE ""en-ci"",PASSWORD_CHANGED_DATE TIMESTAMP_LTZ NULL ,PASSWORD_TYPE SMALLINT NOT NULL ,SALT VARCHAR(8000) NULL COLLATE ""en-ci"",SECURITY_ANSWER VARCHAR(8000) NULL COLLATE ""en-ci"",SIGNIN_COUNT INT NOT NULL ,VISITOR_SECURITY_QUESTION_KEY INT NULL ,IS_PASSWORD_FROM_CSR BOOLEAN NOT NULL "
VisitorAuthenticationCode,"VISITOR_AUTHENTICATION_CODE_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,CODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL ,DATE_EXPIRES datetime NOT NULL ,CHANNEL_KEY INT NOT NULL ,DEVICE_UUID VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BUSINESS_ENTITY_KEY INT NULL "
VisitorAuthenticationCodeAttempt,"VISITOR_AUTHENTICATION_CODE_ATTEMPT_KEY INT NOT NULL ,VISITOR_AUTHENTICATION_CODE_KEY INT NOT NULL ,ATTEMPTED_CODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SUCCESS BOOLEAN NOT NULL ,DATE_ENTERED datetime NOT NULL ,WEB_ANALYTICS_REQUEST_KEY BIGINT NOT NULL "
VisitorAuthenticationCodeConfig,"VISITOR_AUTHENTICATION_CODE_CONFIG_KEY INT NOT NULL ,LOCATION smallint NULL ,IS_ENABLED BOOLEAN NULL ,MAX_ATTEMPTS smallint NULL ,EXPIRES_IN_SECONDS smallint NULL ,DELETE_AFTER_DAYS INT NULL ,TRUST_DEVICES_ENTERED_BEFORE datetime NULL ,CODE_LENGTH INT NULL ,CODE_ALPHABET VARCHAR(8000) NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
VisitorAuthenticationCodeConfigChannel,"VISITOR_AUTHENTICATION_CODE_CONFIG_KEY INT NOT NULL ,CHANNEL_KEY INT NOT NULL ,IS_ENABLED BOOLEAN NOT NULL "
VisitorAuthenticationCodeConfigHistory,"VISITOR_AUTHENTICATION_CODE_CONFIG_KEY INT NOT NULL ,LOCATION smallint NULL ,IS_ENABLED BOOLEAN NULL ,MAX_ATTEMPTS smallint NULL ,EXPIRES_IN_SECONDS smallint NULL ,DELETE_AFTER_DAYS INT NULL ,TRUST_DEVICES_ENTERED_BEFORE datetime NULL ,CODE_LENGTH INT NULL ,CODE_ALPHABET VARCHAR(8000) NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
VisitorBlock,"VISITOR_BLOCK_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,BLOCK_TYPE INT NOT NULL ,BLOCK_REASON_KEY INT NULL ,UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",UPDATED_DATE datetime NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL ,ISACTIVE BOOLEAN NOT NULL "
VisitorBlockHistory,"VISITOR_BLOCK_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,BLOCK_TYPE INT NOT NULL ,BLOCK_REASON_KEY INT NULL ,UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",UPDATED_DATE datetime NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL ,ISACTIVE BOOLEAN NOT NULL "
VisitorBlockType,"BLOCK_TYPE INT NOT NULL ,BLOCK_TYPE_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"""
VisitorCommunicationConsent,"VISITOR_COMMUNICATION_CONSENT_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,COMMUNICATION_CONSENT_CONFIG_KEY INT NOT NULL ,CONSENT_DATE datetime NOT NULL ,CONSENT_TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",CONSENT_END_DATE datetime NULL ,CONSENT_END_TELLER CHAR(8000) NULL COLLATE ""en-ci"",CHANNEL_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"",CONSENT_VERIFY_DATE TIMESTAMP_LTZ NULL ,CONSENT_VERIFY_REFERENCE VARCHAR(8000) NULL COLLATE ""en-ci"""
VisitorCommunicationPreference,"VISITOR_COMMUNICATION_PREFERENCE_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,COMMUNICATION_GROUP_CHANNEL_KEY INT NOT NULL ,PREFERENCE BOOLEAN NOT NULL ,CHANGED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",CHANGED_DATE TIMESTAMP_LTZ NOT NULL "
VisitorDevice,"VISITOR_DEVICE_KEY INT NOT NULL ,UUID VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SUBSCRIPTION_TOKEN VARCHAR(8000) NOT NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NULL COLLATE ""en-ci"",NUM_PUSH_ERRORS INT NOT NULL ,VISITOR_KEY INT NOT NULL ,IS_EXPIRED BOOLEAN NOT NULL ,DEVICE_TYPE SMALLINT NOT NULL ,DATE_ENTERED datetime NOT NULL ,DATE_LAST_PUSH datetime NULL ,APPLICATION_VERSION VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
VisitorDeviceAuthenticationCertificate,"VISITOR_DEVICE_AUTHENTICATION_CERTIFICATE_KEY INT NOT NULL ,VISITOR_DEVICE_KEY INT NOT NULL ,PUBLIC_KEY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",AUTHENTICATION_TYPE SMALLINT NOT NULL "
VisitorDeviceAuthenticationType,"VISITOR_DEVICE_AUTHENTICATION_TYPE_KEY SMALLINT NOT NULL ,NAME VARCHAR(8000) NULL COLLATE ""en-ci"""
VisitorDeviceType,"VISITOR_DEVICE_TYPE_KEY SMALLINT NOT NULL ,NAME VARCHAR(8000) NULL COLLATE ""en-ci"""
VisitorDocument,"VISITOR_DOCUMENT_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,DWDOCID INT NOT NULL ,DOCUMENT_TYPE SMALLINT NOT NULL ,DOCUWARE_CABINET_KEY INT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,LOCATION smallint NOT NULL ,TELLER CHAR(8000) NULL COLLATE ""en-ci"",IGNORE_TELLER CHAR(8000) NULL COLLATE ""en-ci"",IGNORE_DATE DATE NULL ,IGNORE_TYPE CHAR(8000) NULL COLLATE ""en-ci"",LOAN_APPLICATION_KEY INT NULL ,LOAN_KEY INT NULL "
VisitorDocumentTemplate,"VISITOR_DOCUMENT_TEMPLATE_KEY INT NOT NULL ,VISITOR_DOCUMENT_TEMPLATE_TYPE_KEY SMALLINT NOT NULL ,FILENAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",EXT VARCHAR(8000) NOT NULL COLLATE ""en-ci"",REVISION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",FILE VARIANT NOT NULL ,STATE CHAR(8000) NOT NULL COLLATE ""en-ci"",LANGUAGE CHAR(8000) NOT NULL COLLATE ""en-ci"",ENABLED BOOLEAN NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
VisitorDocumentTemplateType,"VISITOR_DOCUMENT_TEMPLATE_TYPE_KEY SMALLINT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
VisitorDocumentType,"VISITOR_DOCUMENT_TYPE_KEY SMALLINT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
VisitorEditHistory,"VISITOR_EDIT_HISTORY_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,LOCATION smallint NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL "
VisitorEditHistoryDetail,"VISITOR_EDIT_HISTORY_DETAIL_KEY INT NOT NULL ,VISITOR_EDIT_HISTORY_KEY INT NOT NULL ,FIELD_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",OLD_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"",NEW_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"""
VisitorEmail,"VISITOR_EMAIL_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,EMAIL_ADDRESS VARCHAR(8000) NOT NULL COLLATE ""en-ci"",EMAIL_ID SMALLINT NOT NULL ,EMAIL_SUBJECT VARCHAR(8000) NOT NULL COLLATE ""en-ci"",EMAIL_BODY text NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,LOAN_APPLICATION_KEY INT NULL ,LOAN_KEY INT NULL ,EMAIL_ORIGINATION CHAR(8000) NULL COLLATE ""en-ci"",EMAIL_FROM_ADDRESS VARCHAR(8000) NULL COLLATE ""en-ci"",EMAIL_TEMPLATE_KEY INT NULL ,EMAIL_DATE datetime NULL "
VisitorEmailDisposition,"VISITOR_EMAIL_DISPOSITION_KEY INT NOT NULL ,VISITOR_EMAIL_KEY INT NOT NULL ,EMAIL_DISPOSITION_KEY INT NOT NULL ,DISPOSITION_DATE datetime NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"""
VisitorLoanProductAnnualRateBand,"VISITOR_LOAN_PRODUCT_ANNUAL_RATE_BAND_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,LOAN_PRODUCT_KEY INT NOT NULL ,ANNUAL_RATE_BAND SMALLINT NOT NULL ,ENTERED_DATE TIMESTAMP_LTZ NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",EXPIRE_DATE DATE NULL "
VisitorNonMilitaryVerification,"VISITOR_NON_MILITARY_VERIFICATION_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",VERIFICATION_DATE TIMESTAMP_LTZ NOT NULL ,NOTE VARCHAR(8000) NULL COLLATE ""en-ci"",INVALIDATED_DATE datetime NULL ,INVALIDATED_BY CHAR(8000) NULL COLLATE ""en-ci"""
VisitorNonMilitaryVerificationVaultMgrAuthorization,"VISITOR_NON_MILITARY_VERIFICATION_VAULT_MGR_AUTHORIZATION_KEY INT NOT NULL ,VISITOR_NON_MILITARY_VERIFICATION_KEY INT NOT NULL ,VAULT_MGR_AUTHORIZATION_KEY INT NOT NULL "
VisitorPasswordHistory,"VISITOR_PASSWORD_HISTORY_KEY INT NOT NULL ,VISITOR_KEY INT NOT NULL ,PASSWORD_HASH VARCHAR(8000) NOT NULL COLLATE ""en-ci"",PASSWORD_TYPE SMALLINT NOT NULL ,PASSWORD_SALT VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL "
VisitorPreQualification,"VISITOR_PRE_QUALIFICATION_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,VISITOR_KEY INT NOT NULL ,QUALIFYING_LOAN_APPLICATION_KEY INT NOT NULL ,EXPIRATION_DATE DATE NOT NULL ,LOAN_PRODUCT_KEY INT NOT NULL ,SCORE_SUMMARY_KEY INT NULL ,APPROVED_AMOUNT DECIMAL(38,0) NULL ,SCORED_DATE TIMESTAMP_LTZ NULL ,USED_VENDOR_DATA BOOLEAN NULL ,INVALID_DATE TIMESTAMP_LTZ NULL ,HAS_CONSENT BOOLEAN NOT NULL ,CONSENT_DATE TIMESTAMP_LTZ NOT NULL ,CONSENT_TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",PRE_QUALIFICATION_CONSENT_SOURCE_KEY INT NOT NULL "
VisitorPreQualificationXRef,"VISITOR_PRE_QUALIFICATION_XREF_KEY INT NOT NULL ,VISITOR_PRE_QUALIFICATION_KEY INT NOT NULL ,LOAN_APPLICATION_KEY INT NOT NULL "
VisitorSecurityQuestion,"VISITOR_SECURITY_QUESTION_KEY INT NOT NULL ,QUESTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DISPLAY_ORDER SMALLINT NOT NULL ,IS_OBSOLETE BOOLEAN NOT NULL "
VMATransType,"VMA_TRANS_TYPE_KEY INT NOT NULL ,VMA_DESC VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"""
WebAlert,"WebAlertKey INT NOT NULL ,StartDate datetime NOT NULL ,EndDate datetime NULL ,AlertText xml NOT NULL ,Enabled INT NOT NULL ,Date_Entered datetime NULL ,Date_Last_Updated datetime NULL ,Created_By VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Last_Updated_By VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
WebCallApplicationStatusHistory,"Web_Call_Application_Status_History_KEY INT NOT NULL ,Loan_Application_Key INT NOT NULL ,Web_Call_RARR_History_Key INT NOT NULL ,CREATEDATE datetime NOT NULL "
WebCallCampaign,"WEB_CALL_CAMPAIGN_KEY INT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
WebCallCampaignCategory,"WEB_CALL_CAMPAIGN_CATEGORY_KEY INT NOT NULL ,WEB_CALL_CAMPAIGN_KEY INT NOT NULL ,WEB_CALL_CATEGORY_KEY INT NOT NULL ,SORT_PRIORITY smallint NOT NULL "
WebCallCategory,"WEB_CALL_CATEGORY_KEY INT NOT NULL ,CATEGORY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SORT_PRIORITY smallint NOT NULL ,DELETED BOOLEAN NOT NULL ,DIALER_UPLOAD BOOLEAN NULL ,DIALER_REFRESH_MINUTES INT NULL ,COLOR_RGB INT NULL ,IS_CUJO BOOLEAN NOT NULL ,IS_COLLECTIONS BOOLEAN NULL ,RESET_DAILY BOOLEAN NULL ,LAST_RESET_DATE datetime NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL ,DATE_UPDATED TIMESTAMP_LTZ NOT NULL ,UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"""
WebCallCategoryHistory,"WEB_CALL_CATEGORY_KEY INT NOT NULL ,CATEGORY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SORT_PRIORITY smallint NOT NULL ,DELETED BOOLEAN NOT NULL ,DIALER_UPLOAD BOOLEAN NULL ,DIALER_REFRESH_MINUTES INT NULL ,COLOR_RGB INT NULL ,IS_CUJO BOOLEAN NOT NULL ,IS_COLLECTIONS BOOLEAN NULL ,RESET_DAILY BOOLEAN NULL ,LAST_RESET_DATE datetime NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL ,DATE_UPDATED TIMESTAMP_LTZ NOT NULL ,UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"""
WebCallCatRarrAlias,"Web_Call_CatRarrAlias_Key INT NOT NULL ,Alias_Name VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Web_Call_Category_Key INT NULL ,WEB_CALL_REASON_KEY INT NULL ,WEB_CALL_ACTION_KEY INT NULL ,WEB_CALL_RESULT1_KEY INT NULL ,WEB_CALL_RESULT2_KEY INT NULL ,WEB_CALL_RARR_KEY INT NULL "
WebCallCenterLogin,"CallCenter_Login_Key INT NOT NULL ,Teller CHAR(8000) NOT NULL COLLATE ""en-ci"",Server VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Login_Date datetime NOT NULL ,Logout_Date datetime NULL ,LoggedIn BOOLEAN NOT NULL "
WebCallChatCannedResponses,"WEB_CALL_CHAT_CANNED_RESPONSES_KEY INT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SORT_PRIORITY smallint NOT NULL ,DELETED BOOLEAN NOT NULL "
WebCallCSRReportColumn,"Web_Call_CSRReport_Columns_Key INT NOT NULL ,ColumnName VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
WebCallCSRReportColumnRARR,"Web_Call_CSRReport_ColumnRARR_Key INT NOT NULL ,Web_Call_CSRReport_Columns_Key INT NOT NULL ,Web_Call_RARR_Key INT NOT NULL "
WebCallDualAuth,"Web_Call_DualAuthId INT NOT NULL ,FeatureId INT NOT NULL ,CustomerId INT NOT NULL ,VisitorId INT NOT NULL ,LoanId INT NOT NULL ,LoanAmount NUMBER(19,4) NULL ,RequestedBy VARCHAR(8000) NOT NULL COLLATE ""en-ci"",AuthorizedBy VARCHAR(8000) NOT NULL COLLATE ""en-ci"",AuthorizedDate datetime NOT NULL "
WebCallEmailTemplateAttachment,"WEB_CALL_EMAIL_TEMPLATE_ATTACHMENT_KEY INT NOT NULL ,WEB_CALL_EMAIL_TEMPLATE_KEY INT NOT NULL ,FILE_PATH VARCHAR(8000) NOT NULL COLLATE ""en-ci"",FILE_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_UPDATED datetime NOT NULL ,UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"""
WebCallEmailTemplateCategory,"WEB_CALL_EMAIL_TEMPLATE_CATEGORY_KEY INT NOT NULL ,EMAIL_TEMPLATE_CATEGORY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",CATEGORY_DISPLAY_ORDER smallint NOT NULL ,DATE_CREATED TIMESTAMP_LTZ NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"""
WebCallEmailTemplates,"Web_Call_EmailTemplate_Key INT NOT NULL ,Template_Name VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Template_Description VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Subject VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Body VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Is_Body_Html BOOLEAN NOT NULL ,DATE_ENTERED datetime NOT NULL ,IS_ACTIVE BOOLEAN NOT NULL ,FOR_SUPERVISOR_AND_ABOVE BOOLEAN NOT NULL ,TEMPLATE_DISPLAY_ORDER smallint NOT NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
WebCallEmailTemplatesHistory,"Web_Call_EmailTemplate_Key INT NOT NULL ,Template_Name VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Template_Description VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Subject VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Body VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Is_Body_Html BOOLEAN NOT NULL ,DATE_ENTERED datetime NOT NULL ,IS_ACTIVE BOOLEAN NOT NULL ,FOR_SUPERVISOR_AND_ABOVE BOOLEAN NOT NULL ,TEMPLATE_DISPLAY_ORDER smallint NOT NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
WebCallEmailTemplateToCategoryXref,"WEB_CALL_EMAIL_TEMPLATE_TO_CATEGORY_XREF_KEY INT NOT NULL ,WEB_CALL_EMAIL_TEMPLATE_KEY INT NOT NULL ,WEB_CALL_EMAIL_TEMPLATE_CATEGORY_KEY INT NOT NULL "
WebCallFeatures,"WEB_CALL_FEATURES_KEY INT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DISPLAY_ORDER SMALLINT NOT NULL ,SupDualAuthEnabled BOOLEAN NOT NULL ,CSRDualAuthEnabled BOOLEAN NOT NULL ,DATE_UPDATED TIMESTAMP_LTZ NOT NULL ,UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
WebCallFeaturesHistory,"WEB_CALL_FEATURES_KEY INT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DISPLAY_ORDER SMALLINT NOT NULL ,SupDualAuthEnabled BOOLEAN NOT NULL ,CSRDualAuthEnabled BOOLEAN NOT NULL ,DATE_UPDATED TIMESTAMP_LTZ NOT NULL ,UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
WebCallInvalidPhoneNumber,"Web_Call_Invalid_Phone_Number_Key INT NOT NULL ,Phone_Number VARCHAR(8000) NULL COLLATE ""en-ci"",Invalid_Until datetime NULL ,Date_Entered datetime NOT NULL "
WebCallLoanAppSourceApp,"Source_App_Key CHAR(8000) NOT NULL COLLATE ""en-ci"",Source_App_Description VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
WebCallLoggingCategory,"WEB_CALL_LOGGING_CATEGORY_KEY INT NOT NULL ,CATEGORY_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
WebCallLoggingCategoryLog,"WEB_CALL_LOGGING_CATEGORY_LOG_KEY INT NOT NULL ,WEB_CALL_LOGGING_CATEGORY_KEY INT NOT NULL ,WEB_CALL_LOGGING_LOG_KEY INT NOT NULL "
WebCallLoggingLog,"WEB_CALL_LOGGING_LOG_KEY INT NOT NULL ,WEB_CALL_LOGGING_LOG_EVENT_KEY INT NULL ,PRIORITY INT NOT NULL ,SEVERITY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",TITLE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",TIME_STAMP datetime NOT NULL ,MACHINE_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",APP_DOMAIN_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",WEB_CALL_LOGGING_LOG_KEY_PROCESS_KEY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",PROCESS_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",THREAD_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",WIN_32_THREAD_ID VARCHAR(8000) NULL COLLATE ""en-ci"",MESSAGE VARCHAR(8000) NULL COLLATE ""en-ci"",FORMATTED_MESSAGE ntext NULL COLLATE ""en-ci"""
WebCallQueue,"WEB_CALL_QUEUE_KEY INT NOT NULL ,WEB_CALL_QUEUE_SESSION_KEY VARCHAR(8000) NULL COLLATE ""en-ci"",PARENT_ISSUE_QUEUE_KEY INT NULL ,ONLINE_CREATED_DATE_TIME datetime NULL ,OFFLINE_CREATED_DATE_TIME datetime NULL ,WEB_CALL_QUEUE_CATEGORY_KEY INT NOT NULL ,WEB_CALL_QUEUE_EDITED_CAMPAIGN_KEY INT NOT NULL ,WEB_CALL_QUEUE_ASSIGNED_CAMPAIGN_KEY INT NOT NULL ,PAGE VARCHAR(8000) NULL COLLATE ""en-ci"",WEB_CALL_QUEUE_STATUS_KEY INT NOT NULL ,SUPERVISOR_ESCALLATION BOOLEAN NOT NULL ,CSR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",EMAIL_ADDRESS VARCHAR(8000) NOT NULL COLLATE ""en-ci"",FIRST_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",HOME_PHONE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",CELL_PHONE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",WORK_PHONE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",WEB_CALL_REASON_KEY INT NULL ,WEB_CALL_ACTION_KEY INT NULL ,WEB_CALL_RESULT1_KEY INT NULL ,WEB_CALL_RESULT2_KEY INT NULL ,WEB_CALL_RARR_KEY INT NULL ,NOTES VARCHAR(8000) NOT NULL COLLATE ""en-ci"",FOLLOW_UPDATE datetime NULL ,COMPLETED BOOLEAN NOT NULL ,CHECKEDOUT BOOLEAN NOT NULL ,WEB_CALL_CHAT_SESSION_KEY VARCHAR(36) NOT NULL ,WEB_CALL_CHAT_CSR_KEY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",WEB_CALL_LOAN_APP_KEY INT NULL ,WEB_CALL_CUSTOMER_KEY INT NULL ,WEB_CALL_VISITOR_KEY INT NULL ,WEB_STATUS VARCHAR(8000) NULL COLLATE ""en-ci"",LOAN_KEY INT NULL ,DIALER_STATUS INT NULL ,DIALER_CAMPAIGN INT NULL ,DIALER_DATE datetime NULL ,WebSource VARCHAR(8000) NULL COLLATE ""en-ci"",Location smallint NULL ,Address VARCHAR(8000) NULL COLLATE ""en-ci"",City VARCHAR(8000) NULL COLLATE ""en-ci"",State VARCHAR(8000) NULL COLLATE ""en-ci"",Zipcode VARCHAR(8000) NULL COLLATE ""en-ci"",LeadId VARCHAR(8000) NULL COLLATE ""en-ci"",Buyer VARCHAR(8000) NULL COLLATE ""en-ci"",SoldAmount NUMBER(10,4) NULL ,FinalScore VARCHAR(8000) NULL COLLATE ""en-ci"",WORK_ITEM_COLOR INT NULL ,WEB_CALL_QUEUE_TYPE_KEY INT NULL ,DD_CONTACT_HR BOOLEAN NULL ,DD_CONTACT_ATTEMPTS INT NULL ,DD_LAST_CONTACT_ATTEMPT_DATE datetime NULL ,ITSupportEscallation BOOLEAN NULL ,MODIFIED_DATE datetime NULL ,IS_ONLINE BOOLEAN NULL ,MARKETING_SENT_KEY VARCHAR(8000) NULL COLLATE ""en-ci"",RISREPT_KEY INT NULL ,WEB_VISIT_KEY BIGINT NULL "
